nn,md,nc,umap_metric,mcs,ms,eps,hdb_metric,Clusters,Silhouette,NoiseRatio,Score,TimeSec
120,0.05,24,euclidean,300,80,0.2,euclidean,27,0.5489760041236877,0.22278273315994346,0.3261932709637443,53.749
50,0.0,8,euclidean,200,80,0.2,euclidean,49,0.6176680326461792,0.2917663076681387,0.3259017249780405,30.703
50,0.0,24,euclidean,200,50,0.2,euclidean,42,0.5609851479530334,0.23561242123269738,0.32537272672033607,42.015
50,0.0,8,euclidean,200,50,0.2,euclidean,44,0.5797882676124573,0.2544467524306586,0.32534151518179866,33.981
120,0.0,16,euclidean,200,50,0.2,euclidean,36,0.5801496505737305,0.2554417078322191,0.3247079427415114,49.113
80,0.0,16,euclidean,200,120,0.2,euclidean,32,0.5280994772911072,0.20387858053029378,0.3242208967608134,42.777
120,0.05,8,euclidean,300,120,0.0,euclidean,29,0.6288676857948303,0.304648361814659,0.32421932398017134,40.829
120,0.05,8,euclidean,300,120,0.2,euclidean,29,0.6288676857948303,0.304648361814659,0.32421932398017134,41.904
120,0.05,8,euclidean,300,120,0.1,euclidean,29,0.6288676857948303,0.304648361814659,0.32421932398017134,38.722
120,0.0,8,euclidean,200,80,0.1,euclidean,46,0.6213915348052979,0.29721237933983835,0.3241791554654595,40.269
120,0.0,8,euclidean,200,80,0.0,euclidean,46,0.6213915348052979,0.29721237933983835,0.3241791554654595,41.029
80,0.05,16,euclidean,300,120,0.0,euclidean,27,0.5755451917648315,0.2517237165948088,0.32382147517002274,45.875
80,0.05,16,euclidean,300,120,0.2,euclidean,27,0.5755451917648315,0.2517237165948088,0.32382147517002274,45.837
80,0.05,16,euclidean,300,120,0.1,euclidean,27,0.5755451917648315,0.2517237165948088,0.32382147517002274,44.685
50,0.0,16,euclidean,200,50,0.2,euclidean,43,0.5857235193252563,0.26200492241093404,0.3237185969143223,38.356
80,0.0,24,euclidean,200,50,0.2,euclidean,39,0.5592554211616516,0.2361360819703608,0.3231193391912908,47.391
120,0.0,8,euclidean,200,50,0.1,euclidean,46,0.6018437147140503,0.27895407495330693,0.32288963976074336,42.334
80,0.0,16,euclidean,200,80,0.2,euclidean,45,0.621344268321991,0.29852153118399694,0.32282273713799403,33.71
50,0.0,16,euclidean,200,50,0.1,euclidean,48,0.6092109680175781,0.2866344324390372,0.32257653557854093,34.124
50,0.0,16,euclidean,200,50,0.0,euclidean,48,0.6092109680175781,0.2866344324390372,0.32257653557854093,35.842
50,0.0,8,euclidean,200,80,0.0,euclidean,50,0.6167060732841492,0.294559164935677,0.32214690834847215,30.91
50,0.0,8,euclidean,200,80,0.1,euclidean,50,0.6167060732841492,0.294559164935677,0.32214690834847215,30.834
80,0.0,8,euclidean,300,120,0.2,euclidean,30,0.5361281037330627,0.21398523276719789,0.32214287096586486,40.496
120,0.05,24,euclidean,300,50,0.2,euclidean,31,0.6053284406661987,0.28331791443383547,0.32201052623236326,47.306
